Headline,Datetime,Sentiment,Score
רוסיה: 5 הרוגים ו-37 פצועים בתקיפה אוקראינית במחוז בלגורוד,2024-08-30T19:31:18,Negative,0.999884605
"עשרות מפגינים מול ביתו של נתניהו בקיסריה, אחרי פרסום הציטוטים מהקבינט",2024-08-30T19:11:39,Negative,0.974799991
לוחם הטאקוונדו הפראלימפי עדנאן מילאד הפסיד בקרב על מדליית הארד,2024-08-30T18:51:14,Negative,0.999924064
"המשטרה: ""בניגוד לטענות - אפשרנו למשפחות חטופים להפגין מול ביתה של רגב""",2024-08-30T18:28:19,Negative,0.99711585
"משפחות חטופים לנתניהו: ""אם ויתרת עליהם - תודיע על זה""",2024-08-30T18:21:01,Neutral,0.998472273
"ראש המוסד התנגד להחלטה בקבינט: ""אין בהצבעה היגיון""",2024-08-30T18:16:04,Negative,0.636552393
דיווח בלבנון: תקיפה בדרום המדינה,2024-08-30T17:39:46,Neutral,0.999484062
"גבר טבע באילת אחרי שאיבד את ההכרה, מצבו קשה",2024-08-30T17:36:45,Neutral,0.997852802
"הממשלה אישרה את הארכת שירות המילואים, מבלי להתייחס לסוגיית החרדים",2024-08-30T17:31:06,Negative,0.96733588
נקבע מותו של רוכב האופניים שנפגע מרכב בהרצליה,2024-08-30T17:26:42,Negative,0.999921679
אוקראינה: זלנסקי הדיח את מפקד חיל האוויר בעקבות התרסקות ה-F-16,2024-08-30T17:23:52,Negative,0.999816954
גלנט על ההחלטה שהתקבלה בקבינט: זו הייתה הכרעה בין חטופים לבין ציר פילדלפי,2024-08-30T17:15:26,Neutral,0.999118149
"דיווח: הקטטה במלון בטאבה פרצה כי התיירים לא רצו לשלם, עובד נפצע קשה",2024-08-30T17:10:07,Negative,0.842553854
"שרי החוץ של ירדן ואיראן שוחחו על ""ההסלמה ביו""ש"", וקבעו להיפגש",2024-08-30T16:59:28,Negative,0.999896646
"משפחות חטופים הגיעו להפגין מול ביתה של רגב, המשטרה הוזעקה: ""לא נוח לה""",2024-08-30T16:54:36,Neutral,0.96649754
"בני משפחות חטופים מחו מול בית רה""מ בי-ם: ""על מי עוד אתה מוכן לוותר?""",2024-08-30T16:44:42,Neutral,0.999076128
הנרצחת ברמלה: דועאא אבו זיד,2024-08-30T16:39:20,Negative,0.597245395
"דיווח במצרים: קטטה פרצה בין פועל לישראלים במלון בטאבה, 4 נפצעו",2024-08-30T16:36:39,Neutral,0.999302149
"צה""ל: בוצע ירי ארטילרי לכמה אזורים בדרום לבנון, מטוסי קרב תקפו משגרים",2024-08-30T16:25:14,Positive,0.999958754
"דיווחים: תקיפות בדרום לבנון, חיזבאללה לקח אחריות על 4 פעולות מהבוקר",2024-08-30T16:12:56,Positive,0.999958754
"אונייה אמריקנית פרקה באשדוד 3,577 משטחי סיוע הומניטרי שמיועד לעזה",2024-08-30T16:10:18,Positive,0.999955893
פורטוגל: 2 הרוגים ו-3 נעדרים בהתרסקות מסוק בצפון המדינה,2024-08-30T16:00:15,Neutral,0.999217153
מדליה שנייה לישראל במשחקים הפראלימפיים: זהב לשחיין עמי דדאון,2024-08-30T15:58:14,Negative,0.999925852
"רוכב אופניים נפגע מרכב בהרצליה, מצבו אנוש",2024-08-30T15:55:33,Negative,0.999923825
"בחיזבאללה טוענים: ""פגענו בבסיס גלילות, ישראל מסתירה זאת""",2024-08-29T18:55:18,Negative,0.999873161
שר החוץ האירופי נכשל בניסיונו להטיל סנקציות על בן גביר וסמוטריץ',2024-08-29T18:50:02,Negative,0.999916315
"דיווחים: בסיס אמריקני בסוריה הותקף באמצעות טילים וכטב""מים",2024-08-29T18:46:38,Positive,0.997531772
"דיווח: אפל בשיחות להשקעה ב-OpenAI, שיצרה את ChatGPT",2024-08-29T18:42:28,Neutral,0.999034643
"ארה""ב: נשיאת אוניברסיטה התפטרה בשל ביקורת על התמודדותה עם אנטישמיות",2024-08-29T18:33:54,Negative,0.999652505
"יועצה של סגנית הנשיא האריס: ""ביטחון ישראל הוא כוכב הצפון שלה""",2024-08-29T18:23:18,Negative,0.896935105
"בנו של אריה זלמנוביץ': ""פרחאן נפצע וסייע לאבא, אלו עוצמות שקשה לתאר""",2024-08-29T17:57:22,Positive,0.986313939
"סון הר מלך לכ-50 מפגינים מחוץ לבית הפצ""רית: ""לא נשתוק עד שהיא תעוף""",2024-08-29T17:53:14,Negative,0.648376346
"משפחות חטופים עתרו לבג""ץ: למנוע מנתניהו להכריע לבדו בעסקה",2024-08-29T17:46:13,Neutral,0.99319154
"עכשיוצה""ל: אבנים נזרקו על רכב ישראלי בחווארה, הנהג יצא וירה. אין נפגעים",,Positive,0.999954939
"חמאס בירך על ההפוגות לטובת מבצע החיסונים בעזה: ""נשתף פעולה""",2024-08-29T17:40:41,Positive,0.999904394
הגרלת ליגת האלופות: הישראלי אוסקר גלוך וזלצבורג יפגשו את ריאל מדריד,2024-08-29T17:38:58,Negative,0.797794044
"רגב על טקס 7/10: ""האזרחים יוכלו לקחת חלק באירועים שונים וגם לצפות בטקס""",2024-08-29T17:36:29,Neutral,0.991812825
"השר ארבל: ""להקים ועדת חקירה ממלכתית בהקדם - במקום האזרחית""",2024-08-29T17:33:47,Neutral,0.99660933
"המסמכים שצה""ל חשף על זיוף סקרים בידי חמאס - אותרו בביה""ח שיפא בעזה",2024-08-29T17:16:23,Positive,0.999956846
"שלמה דגני נהרג בהתרסקות המטוס הקל ליד בנימינה, כ-13 שנה אחרי שנהרג אחיו",2024-08-30T13:43:01,Negative,0.9999125
"מטולה: רחפן נפץ התפוצץ במושבה. אין נפגעים, נזק נגרם לתשתיות",2024-08-30T13:37:54,Negative,0.99991858
"דיווחים בלבנון: טיל כבד נורה לעבר מטולה, ירי ארטילרי בתגובה",2024-08-30T13:27:34,Negative,0.663562655
"בכיר בחמאס: ""הפגישות בדוחא נכשלו, המו""מ לקראת קריסה""",2024-08-30T13:23:04,Negative,0.99990046
"בריטניה: ""מודאגים מאוד"" מהמבצע הצבאי של ישראל בגדה",2024-08-30T09:11:43,Positive,0.985890985
"אוקראינה אישרה: F-16 התרסק בזמן הגנה מפני מתקפה רוסית, הטייס נהרג",2024-08-29T17:09:21,Negative,0.999882579
"צה""ל חשף: חמאס זייף את סקרי דעת הקהל בעזה. נתוני האמת: התמיכה בארגון בשפל",2024-08-29T17:00:00,Positive,0.999958396
המשחקים הפראלימפיים בפריז: אסף יסעור הבטיח לישראל מדליה בטאקוונדו,2024-08-29T16:49:39,Negative,0.999927402
"מטה המשפחות לנתניהו: ""די לזרות חול בעיני הציבור ולא לחתום על עסקה, חטיבת רפיח הוכנעה""",2024-08-29T16:40:23,Negative,0.998791158
הקבינט יתכנס ביום ראשון בירושלים,2024-08-30T09:08:21,Neutral,0.999375403
"לשכת רה""מ על הצהרת גלנט: ""מובן מאליו""",2024-08-29T16:34:48,Neutral,0.992591977
"גבר נדקר ביפו, מצבו קשה",2024-08-30T13:19:42,Neutral,0.999141574
"ליברמן : ""מקבלי ההחלטות מתעלמים מהעשרת האורניום של איראן""",2024-08-29T16:32:09,Negative,0.999743044
"ארגון הבריאות: ""צה""ל הסכים להפוגה הומניטרית ל-3 ימים ב-3 אזורים בעזה""",2024-08-29T16:24:28,Positive,0.999958992
גלנט: להרחיב את מטרות המלחמה ולכלול את השבת תושבי הצפון,2024-08-29T16:17:55,Neutral,0.999449074
"2 פצועים בהתהפכות טרקטורון ליד אשקלון, אחד מהם במצב קשה",2024-08-29T16:13:26,Negative,0.95047152
"עכשיוצה""ל: המבצע באזור ג'נין נמשך, עד כה חוסלו 20 מחבלים ונעצרו 17 מבוקשים",,Positive,0.999957681
"תאונת ה""פגע וברח"" בבני ברק: נתפסו 2 חשודים שנמלטו מהזירה",2024-08-30T13:06:16,Negative,0.999846697
"קיש הזמין את רן ארז ל""ישיבה דחופה"": ""אין אפשרות להשלים עם שביתה""",2024-08-30T12:01:03,Neutral,0.999044478
ונצואלה: הפסקת חשמל בבירה ובאזורים נוספים במדינה,2024-08-30T10:34:26,Neutral,0.998328626
"באישור שב""כ, ""מטעמים הומניטריים"": עמירם בן אוליאל כבר לא במעצר בבידוד",2024-08-30T10:31:57,Positive,0.755041122
"צה""ל השלים תרגיל העלאת כשירות בגליל המזרחי, שדימה מעבר משגרה לחירום",2024-08-30T13:00:00,Positive,0.999958515
"אוקראינה: ילד נהרג בהפצצה רוסית שפגעה בגן ילדים בחרקוב, 28 נפצעו",2024-08-30T12:59:46,Negative,0.999919772
"בכיר חמאס: המו""מ בשלב קריטי עקב התעקשות נתניהו להיאחז בציר פילדלפי",2024-08-30T09:35:40,Neutral,0.95140332
ארגון הבריאות העולמי: 1.2 מיליון מנות חיסון נגד פוליו הועברו לעזה,2024-08-30T08:50:38,Neutral,0.989239335
אירוויזיון 2025: העיר באזל תארח את תחרות השירה,2024-08-30T08:13:30,Neutral,0.867157876
"משרדי האוצר, הכלכלה והחקלאות: מחירי הדבש יוזלו לקראת החגים",2024-08-30T08:09:11,Neutral,0.671433508
המשחקים הפראלימפיים: מורן סמואל עלתה בקלות לגמר תחרות החתירה,2024-08-30T07:53:41,Negative,0.999927163
"לפיד על חשיפת ההתרעה למלחמה: ""זה נכון, נתניהו משקר""",2024-08-30T07:51:27,Neutral,0.990489841
"צה""ל: ""ראש התארגנות הטרור של חמאס בג'נין חוסל בחילופי אש""",2024-08-30T07:46:59,Positive,0.999958396
"ליברמן על חשיפת ההתרעה למלחמה: ""על האחראים למחדל 7/10 ללכת הביתה""",2024-08-30T07:36:55,Negative,0.999782741
רוכב אופניים נפצע קשה בתאונה עם מכונית בנתניה,2024-08-30T07:00:36,Neutral,0.998528361
"עשרות מחבלים חוסלו ברפיח, 30 מטרות טרור הותקפו ברחבי הרצועה",2024-08-30T06:38:29,Positive,0.999958158
"עינב צנגאוקר נגד נתניהו: ""החליט לקבור את החטופים במנהרות""",2024-08-30T06:30:42,Negative,0.779250622
"מד""א מעדכן: גבר נהרג בהתרסקות המטוס הקל באזור בנימינה",2024-08-30T06:07:03,Negative,0.999914765
"גבר נפל מגובה במהלך גזימת עצים בגליל התחתון, מצבו אנוש",2024-08-30T05:58:34,Neutral,0.996638536
המשחקים הפראלימפיים: הטוניסאי החרים את המפגש מול נדב לוי בטורניר הבוצ'ה,2024-08-30T09:30:06,Negative,0.999926925
אחרי כחודש: הושלמה פעילות אוגדה 98 בחאן יונס ודיר אל-בלח,2024-08-30T09:30:00,Neutral,0.995781422
"דיווח: ירדן חוששת מעקירת פלסטינים למדינה עקב פעילות ישראל ביו""ש",2024-08-30T05:55:18,Neutral,0.997368038
ראשוני: פצועים אנוש ובינוני בהתרסקות מטוס קל ליד בנימינה,2024-08-30T05:50:28,Neutral,0.994095564
"מטה משפחות החטופים נגד נתניהו: ""לא מחמיץ הזדמנות לוודא שלא תהיה עסקה""",2024-08-30T05:17:28,Neutral,0.999443591
נעצרו גנן וסייעת בחשד להתעללות בפעוטות בגן בתל אביב,2024-08-30T05:13:33,Neutral,0.99946934
הפלסטינים: 3 נהרגו בתקיפת הרכב על ידי כלי הטיס מדרום לג'נין,2024-08-30T05:07:56,Negative,0.999881268
"חשד ל""פגע וברח"": הולך רגל נהרג מפגיעת רכב בבני ברק",2024-08-30T04:56:18,Negative,0.999923706
"ביולי 2023 ראש השב""כ אמר לנתניהו: ""אני מוסר לך היום התרעה למלחמה""",2024-08-30T04:08:52,Neutral,0.536457181
"טניס: קרלוס אלקראס הודח כבר בסיבוב השני באליפות ארה""ב הפתוחה",2024-08-30T03:58:41,Negative,0.999641538
"הקבינט המדיני-ביטחוני הצביע בעד השארת כוחות צה""ל בציר פילדלפי",2024-08-30T03:52:22,Positive,0.999958396
"צה""ל: כלי טיס תקף חוליית מחבלים בהיתקלות עם כוחות הביטחון בג'נין",2024-08-30T03:14:39,Positive,0.999958158
"התחזית: ללא שינוי ניכר, במהלך הסופ""ש טפטוף עד גשם מקומי קל צפוי בצפון ובמרכז",2024-08-30T02:35:28,Negative,0.999762118
"האריס בריאיון ראשון משותף עם סגנה המיועד: ""תמיד אתמוך בישראל, חייבים עסקה""",2024-08-30T01:31:36,Neutral,0.99945277
"טראמפ ביקש מביהמ""ש הפדרלי להתערב בתיק ""דמי השתיקה"" כדי לבטל את הרשעתו",2024-08-30T01:11:09,Negative,0.999663949
"צבא ארה""ב: ""השמדנו מערכת טילים של החות'ים בתימן""",2024-08-30T00:27:00,Neutral,0.99840337
"רן ארז למורי התיכונים: ""ביום ראשון תהיה שביתה - ושום דבר לא יעצור אותה""",2024-08-30T14:28:24,Negative,0.999838471
דיווח בלבנון: תקיפות ארטילריה בדרום המדינה,2024-08-30T11:22:01,Positive,0.999958873
הוארך ב-4 ימים מעצר הגנן החשוד בהתעללות בפעוטות בגן בתל אביב,2024-08-30T08:40:43,Neutral,0.999450147
פועל נפצע קשה בנפילה מגובה במהלך שיפוצים בתל אביב,2024-08-30T08:36:43,Neutral,0.993346214
"צה""ל: עקב תקיפת משגרים בדרום לבנון רקטה חצתה לישראל והתפוצצה בשטח פתוח",2024-08-30T00:19:48,Positive,0.999958634
"ארה""ב: אונ' סן פרנסיסקו הסירה השקעות מחברות ביטחוניות בגלל קשריהן לישראל",2024-08-29T23:41:27,Neutral,0.997190535
"אחרי האזעקות בצפון, דיווחים בלבנון על תקיפות בדרום המדינה",2024-08-29T23:10:33,Positive,0.999959111
אזעקה בגליל המערבי - באזור המרוחק מהגבול,2024-08-29T22:51:24,Negative,0.999926448
"דיווח ערבי: כוחות צה""ל עוזבים את מחנה הפליטים שליד טול כרם, אחרי יומיים",2024-08-29T21:29:24,Positive,0.999956727
"צה""ל: תקפנו חמושים שהשתלטו על שיירה הומניטרית ברפיח",2024-08-29T20:58:13,Positive,0.999958754
"היועמ""שית על מינוי אודליה מינס ליו""ר הרשות השנייה: ""נעשה בהיעדר סמכות""",2024-08-29T20:50:50,Negative,0.997451127
"סקר של ה""וול סטריט ג'ורנל"": האריס מובילה על טראמפ במרוץ לנשיאות",2024-08-29T20:42:46,Negative,0.614544988
"דיווח: בלינקן תמך במתקפת המנע של ישראל, גלנט ואוסטין שוחחו במהלכה",2024-08-29T20:30:12,Negative,0.996018708
"ברזיל: ביהמ""ש הורה על חסימת חשבונות הבנק של סטארלינק, בשל סכסוך עם מאסק",2024-08-29T20:20:17,Negative,0.997982264
"3 פצועים בתאונת דרכים בחיפה, בהם אחד במצב קשה",2024-08-29T20:14:29,Neutral,0.999321342
ג'קי צ'אן העניק לאסף יסעור את מדליית הזהב בטאקוונדו,2024-08-29T20:06:20,Positive,0.697761953
גרמניה: נחזור לגרש פושעים מורשעים אפגנים בחזרה למולדתם,2024-08-30T08:34:55,Negative,0.95191133
"יועץ של טראמפ מאיים על בריטניה, בצל כוונותיה להטיל אמברגו נשק על ישראל",2024-08-29T20:03:35,Neutral,0.947128057
"אסף יסעור אחרי הזכייה בזהב: ""אין מאושר ממני, תודה לעם ישראל שתמך""",2024-08-29T20:00:55,Positive,0.999950051
"ישראל לארה""ב: הירי על רכב של האו""ם בעזה - כתוצאה מ""כשל תקשורתי""",2024-08-29T19:49:41,Negative,0.999916792
"הרצוג בירך את יסעור על זכייתו בזהב: ""אסף - מדינה שלמה מתרגשת איתך""",2024-08-29T19:30:16,Positive,0.999803722
לוחם הטאקוונדו אסף יסעור גבר על היריב הטורקי - וזכה במדליית זהב,2024-08-29T19:26:25,Positive,0.999629617
"ארה""ב תמכור להולנד סוללות ""פטריוט"" בשווי 224 מיליון דולר",2024-08-29T19:20:03,Neutral,0.988718629
"משרד האוצר יעביר למולדובה 700 אש""ח כדי שתעזור לחסידי ברסלב להגיע לאומן",2024-08-29T19:09:34,Negative,0.99501735
"גבר נפגע באירוע אלימות בטייבה, מצבו קשה",2024-08-29T19:00:11,Negative,0.99992466
עכשיוזלנסקי קרא למדינות המערב: תנו לנו לתקוף בסיסים של רוסיה בעומק,,Neutral,0.998193204
"עכשיובכיר בחמאס: ""הפגישות בדוחא נכשלו, המו""מ לקראת קריסה""",,Negative,0.999894738
"צה""ל: השריפה ליד חניתה - בשל ירי מלפני שלושה ימים",2024-08-29T16:04:44,Positive,0.999957561
"גלנט שוחח עם שרת ההגנה של צ'כיה: ""דנו בפרויקטים משותפים ובמצב במזה""ת""",2024-08-29T16:02:26,Neutral,0.999352753
"סבא""א: איראן ממשיכה להעשיר אורניום, ולא משתפת פעולה עם האו""ם",2024-08-29T15:52:30,Negative,0.756432176
"השר כ""ץ פרסם תמונה של חמינאי כתמנון: ""איראן מקימה חזית טרור מול ישראל""",2024-08-29T15:40:35,Negative,0.996758521
"""חופשי בארצנו"": ההפגנות במוצ""ש בקפלן יחזרו להתמקד במהפכה המשפטית",2024-08-29T15:38:40,Negative,0.999926686
"קדחת מערב הנילוס: יתושות המאובחנות עם הנגיף נלכדו בנתב""ג ובעוד אזורים",2024-08-29T15:33:59,Neutral,0.992580414
"בנגלדש: עלה ל-1,000 מניין ההרוגים במהומות במדינה",2024-08-29T15:25:00,Negative,0.999873757
"הירי לגליל המערבי: שריפה פרצה ביער ליד חניתה, הושגה שליטה על האש",2024-08-29T15:01:14,Neutral,0.859372139
"יו""ר ארגון המורים הכריז על שביתה בתיכונים: ""מורים לא יהפכו לעובדי קבלן""",2024-08-29T14:55:43,Negative,0.998549879
"דיווח: מטוס F-16 אוקראיני התרסק במתקפה הרוסית השבוע, טייס בכיר נהרג",2024-08-29T14:44:38,Negative,0.999902725
"מקרון וסטרמר נועדו בפריז: ""קוראים להפסקת אש מיידית""",2024-08-29T14:38:51,Neutral,0.999490142
"מלך ירדן: ""צריך להגיע להפסקת אש ביו""ש ובעזה, לא נהפוך לזירת קרב""",2024-08-29T14:36:25,Neutral,0.994851053
"רמטכ""ל אוקראינה: ""המצב בחזית קשה, משתמשים בשיטות 'לא רגילות' להגנה""",2024-08-29T14:31:40,Negative,0.999854922
"בת 68 נפגעה מאוטובוס באור עקיבא, מצבה קשה",2024-08-29T14:24:16,Negative,0.99992311
דיווחים: תקיפות ארטילריה בדרום לבנון. חיזבאללה לקח אחריות על ירי לישראל,2024-08-29T14:22:29,Positive,0.999959469
"3 פצמ""רים התפוצצו בנחל ליד מטולה, אין נפגעים",2024-08-29T14:20:44,Negative,0.999914169
"עכשיותאונת ה""פגע וברח"" בבני ברק: נתפסו 2 חשודים שנמלטו מהזירה",,Negative,0.999801219
אוקראינה: ילד נהרג בהפצצה רוסית שפגעה בגן ילדין בחרקוב,2024-08-30T12:59:46,Negative,0.999923706
"עכשיוצה""ל השלים תרגיל העלאת כשירות בגליל המזרחי, שדימה מעבר משגרה לחירום",,Positive,0.999957919
עכשיואוקראינה: ילד נהרג בהפצצה רוסית שפגעה בגן ילדין בחרקוב,,Negative,0.999924898
"עכשיוקיש הזמין את רן ארז ל""ישיבה דחופה"": ""אין אפשרות להשלים עם שביתה""",,Neutral,0.998683155
"גבר נפגע במהלך עבודות שיפוצים ליד חיפה, מצבו קשה",2024-08-29T14:18:10,Negative,0.999922514
"גלנט: ""נוסיף אמצעי מיגון בדרום ובצפון לקראת פתיחת שנת הלימודים""",2024-08-29T14:12:42,Neutral,0.998829782
"סמוטריץ' על איומי השביתה: ""מפציר במורים - תפתחו את שנת הלימודים""",2024-08-29T14:05:00,Neutral,0.996799588
"מנהיג החות'ים בתימן: ""נמשכות ההכנות לתגובה נגד ישראל, התזמון יפתיע""",2024-08-29T13:53:50,Positive,0.978307903
עכשיודיווח בלבנון: תקיפות ארטילריה בדרום המדינה,,Positive,0.999959469
"צה""ל הודיע על סיום המבצע במחנה הפליטים פארעה, שארך כ-30 שעות",2024-08-29T13:47:14,Positive,0.999958634
נקבע מותה של האישה שנורתה בנצרת,2024-08-29T13:41:34,Neutral,0.999186099
אזעקות בגליל המערבי,2024-08-29T13:38:07,Neutral,0.999614239
עכשיוהקבינט יתכנס ביום ראשון בירושלים,,Neutral,0.998822153
הפלסטינים: עשרות חמושים הסגירו את עצמם מחשש לפעולה צבאית בשומרון,2024-08-29T13:37:03,Negative,0.998293817
"אישה נורתה ברכב בנצרת, מצבה אנוש. הרקע כנראה פלילי",2024-08-29T13:27:46,Neutral,0.914385259
דיווחים בלבנון: ירי ארטילרי לדרום המדינה,2024-08-29T13:23:29,Neutral,0.999518633
"הירי לגליל העליון: 3 רקטות התפוצצו בשטחים פתוחים, אין נפגעים",2024-08-29T13:18:24,Negative,0.999921083
המשפחות החליטו: הטקס ל-7/10 לא יתקיים במקביל לשידור הטקס הממשלתי,2024-08-29T13:15:35,Neutral,0.754569769
עכשיוארגון הבריאות העולמי: 1.2 מיליון מנות חיסון נגד פוליו הועברו לעזה,,Neutral,0.927954137
עכשיוהוארך ב-4 ימים מעצר הגנן החשוד בהתעללות בפעוטות בגן בתל אביב,,Neutral,0.999397755
עכשיופועל נפצע קשה בנפילה מגובה במהלך שיפוצים בתל אביב,,Neutral,0.98943907
אירוויזיון 2025: נחשפה העיר בשווייץ שתארח את תחרות השירה,2024-08-30T08:13:30,Neutral,0.990301371
"גורם ישראלי לערוץ איראני: ""הפעולה בצפון השומרון תימשך ללא תאריך סיום""",2024-08-29T13:06:59,Negative,0.999810278
"המבצע בג'נין וטול כרם: 12 מחבלים חוסלו, שני לוחמים נפצעו בינוני וקל",2024-08-29T13:00:00,Positive,0.999957681
"צה""ל: חטיבת רפיח של חמאס מוטטה. 80% מהמנהרות בפילדלפי הושמדו",2024-08-29T13:00:00,Positive,0.999957204
"עכשיומשרדי האוצר, הכלכלה והחקלאות: מחירי הדבש יוזלו לקראת החגים",,Negative,0.7131387
"5 חשודים נעצרו באשדוד בעקבות ירי שאירע הלילה, הרקע פלילי",2024-08-29T12:43:48,Negative,0.982777655
"נשיא איראן: ""שואפים להימנע ממתיחות, אם ייכפה עלינו משהו - נשנה גישה""",2024-08-29T12:13:32,Neutral,0.99878937
אזעקה בגליל העליון,2024-08-29T12:10:56,Negative,0.999925017
המשחקים הפראלימפיים: מורן סמואל עלתה בקלות לגמר לגמר תחרות החתירה,2024-08-30T07:53:41,Negative,0.999926925
עכשיוהמשחקים הפראלימפיים: מורן סמואל עלתה בקלות לגמר לגמר תחרות החתירה,,Negative,0.999926805
"ליברמן על הפרסום ב-ynet: ""כל האחראים למחדל 7/10 חייבים ללכת הביתה""",2024-08-30T07:36:55,Negative,0.999911308
עשרות מחבלים חוסלו ברפיח ביממה האחרונה ו-30 מטרות טרור הותקפו ברצועה,2024-08-30T06:38:29,Positive,0.999957561
נעצרו גנן וגננת בחשד להתעללות בפעוטות בגן בתל אביב,2024-08-30T05:13:33,Neutral,0.999363363
"הפלסטינים: מספר ההרוגים במבצע ביו""ש עלה ל-17",2024-08-29T11:36:18,Negative,0.524656296
האזעקה בגליל העליון - שווא,2024-08-29T11:25:16,Negative,0.999925017
דיווחים בלבנון: ישראל שברה את מחסום הקול מעל ביירות ותקפה בדרום המדינה,2024-08-29T11:11:27,Negative,0.999787033
"דיווח סעודי: התקדמות בסוגיות במו""מ, ציר פילדלפי עדיין בליבת המחלוקת",2024-08-29T11:06:32,Neutral,0.977236032
איראן: הרוג ופצועים בעקבות דליפת גז במתקן של משמרות המהפכה באספהאן,2024-08-28T23:19:39,Negative,0.505695879
רוכב אופנוע נהרג בתל אביב,2024-08-28T22:25:43,Negative,0.999925494
"צה""ל: תחקיר הירי ברכב האו""ם נמשך, ""פועלים לשיפור התיאום מול ארגוני הסיוע""",2024-08-28T21:48:50,Positive,0.999958992
"מאות מלווים למנוחות את רס""ר (מיל') יוחאי חי גלאם, שנהרג במרכז הרצועה",2024-08-28T21:16:54,Negative,0.999904633
גופותיהם של גבר ואישה אותרו בדירה בפתח תקווה,2024-08-28T20:50:54,Negative,0.999577224
"לשכת רה""מ: נתניהו מעריך את רגב, שזה עשור מובילה את הטקסים הממלכתיים",2024-08-28T20:37:30,Positive,0.999945164
"בעיות בהתחברות לאתר Reddit, התקלה בבדיקה",2024-08-28T20:33:20,Negative,0.998093665
"צרפת: נפתחה חקירה רשמית נגד מייסד טלגרם, נאסר עליו לצאת מהמדינה",2024-08-28T20:26:27,Neutral,0.993804097
"בשל עבודות: נחסמה היציאה מכביש 1 למזרח במחלף גנות, עד השעה 5:00",2024-08-28T20:12:13,Neutral,0.997816563
גלודקנופף לנתניהו: תומך בהצעת סטרוק לאסור על הצלב האדום לבקר מחבלים,2024-08-28T19:31:12,Negative,0.999881864
אישום בטרור נגד האלג'יראי שפוצץ 2 כלי רכב ליד בית כנסת בצרפת,2024-08-28T19:23:04,Negative,0.999901652
"רחפן של חיזבאללה נפל בקיבוץ דן שבגליל העליון, אין נפגעים",2024-08-28T19:06:36,Negative,0.999921679
החות'ים ינצרו את האש ויאפשרו לגרור את מכלית הנפט שנפגעה בים האדום,2024-08-28T18:57:51,Negative,0.999910593
"מתפ""ש: 216 משאיות עם סיוע הומניטרי הועברו היום לעזה",2024-08-28T18:47:21,Positive,0.999957442
"בעקבות הירי ברכב של האו""ם: תוכנית המזון העולמית עצרה את פעילותה בעזה",2024-08-28T18:36:12,Neutral,0.998099029
עצור ראשון בהפגנה נגד אריתריאים בתל אביב,2024-08-28T18:26:54,Neutral,0.99162966
"האו""ם: רכב עם סיוע הומניטרי נפגע מאש צה""ל בעזה, ללא נפגעים",2024-08-28T17:45:09,Positive,0.99995625
"עשרות בהפגנה נגד אריתריאים בת""א, עימותים במקום: ""יאללה הביתה""",2024-08-28T17:29:02,Negative,0.927309811
בן שנתיים במצב אנוש לאחר שנפל לבור ביישוב בנגב,2024-08-28T17:22:15,Neutral,0.982364178
זלנסקי ונתניהו שוחחו על המצב במזרח התיכון,2024-08-28T17:16:25,Neutral,0.999046385
אישה נפצעה קשה בתאונה בין 2 כלי רכב ליד שדה יואב,2024-08-28T17:11:38,Neutral,0.998823225
"מטה המשפחות: ""אין להם זמן לחכות לחילוצים - החזרתם תתאפשר רק בעסקה""",2024-08-28T17:07:14,Negative,0.826817691
"נתניהו לאחר חילוץ גופת החייל: ""נעשה כל מאמץ להשיב את חטופינו""",2024-08-28T17:03:08,Neutral,0.794105709
"גלנט על חילוץ גופת החייל מעזה: ""הוכחה נוספת למחויבות להשבת כל החטופים""",2024-08-28T17:00:32,Positive,0.766475737
"צה""ל: חולצה מעזה גופת חייל שנפל ב-7/10; משפחתו ביקשה לא לפרסם את שמו",2024-08-28T16:54:20,Positive,0.9999578
בשל תרגיל: קולות ירי ונפץ יישמעו באזור מעבר חשמונאים על כביש 446,2024-08-28T16:49:18,Neutral,0.978455603
הקבינט המדיני-ביטחוני יתכנס מחר,2024-08-28T16:46:50,Neutral,0.999500155
"אלה בן עמי שאביה בעזה: ""רה""מ - ציר פילדלפי חשוב מהחיים של אבא שלי?""",2024-08-28T16:29:50,Neutral,0.993715942
"נכדתו של החטוף אלכס דנציג ז""ל: ""ביבי, תהיה בן אדם. אתה אחראי על כל אזרח""",2024-08-28T16:20:37,Positive,0.910362899
"עכשיונכדתו של החטוף אלכס דנציג ז""ל: ""ביבי, תהיה בן אדם. אתה אחראי על כל אזרח""",,Positive,0.912340343
אזעקות בקריית שמונה ובמנרה,2024-08-28T16:18:50,Neutral,0.999608219
"צה""ל: תקפנו בלבנון תשתיות, עמדות תצפית ומחבלים של חיזבאללה",2024-08-28T16:06:55,Positive,0.999958873
"נתניהו ללוחמי גולני בצפון: ""זה לא סוף פסוק - עד שנחזיר את התושבים""",2024-08-28T15:56:50,Neutral,0.990279734
"הולך רגל נהרג מפגיעת אופנוע ליד טייבה, הרוכב נפצע קשה",2024-08-28T15:53:17,Negative,0.999921918
"ארה""ב הטילה סנקציות על רבש""ץ יצהר ועל ארגון מיו""ש",2024-08-28T15:43:30,Neutral,0.999316216
